PlayerName,Country,Age,Height,Position,YearsPlayed,MeanYear,Appearances,Goals,BirthPlace,Longitude,Latitude
C. W. Alcock,England,,,Forward,1870-1872,1871,5,1,Sunderland Tyne and Wear,-1.3811,54.9061
James Smith (footballer born 1848),Scotland,,,Defender,1872,1872,1,0,Fordyce Aberdeenshire,-2.7464,57.6617
Robert Leckie (footballer),Scotland,,,,1872,1872,1,0,Scotland,-3.1833,55.95
Robert Smith (footballer born 1843),Scotland,,,Forward,1872-1873,1872.5,2,0,Fordyce Aberdeenshire,-2.7464,57.6617
William Ker (footballer),Scotland,,,,1872-1873,1872.5,2,0,Scotland,-3.1833,55.95
Reginald Courtenay Welch,England,,,Defender,1872-1874,1873,2,0,Kensington,-0.1908,51.5003
James Thomson (Scottish international footballer),Scotland,,,,1872-1874,1873,3,0,Scotland,-3.1833,55.95
Henry Renny-Tailyour,Scotland,,,Forward,1873,1873,1,1,Mussoorie,78.0833,30.45
John Hawley Edwards,England,,,Forward,1874,1874,1,0,Shrewsbury,,
Joseph Taylor (footballer),Scotland,,,Defender,1872-1876,1874,6,0,Dunoon,-4.9231,55.9469
Edward Haygarth,England,,,Defender,1875,1875,1,0,Cirencester,-1.9681,51.7189
Richard Geaves,England,,,Forward,1875,1875,1,0,Mexico,-99.1333,19.4333
William Carr (footballer),England,,,Goalkeeper,1875,1875,1,0,Sheffield,-1.4669,53.3836
Billy MacKinnon,Scotland,,,Forward,1872-1879,1875.5,9,5,Scotland,-3.1833,55.95
Walter Buchanan (footballer),England,,,Forward,1876,1876,1,0,Hornsey,-0.1219,51.5872
Moses McNeil,Scotland,,,Midfielder,1873-1880,1876.5,2,0,Rhu,-4.7842,56.0219
Morton Betts,England,,,Defender,1877,1877,1,0,Bloomsbury,-0.1178,51.5261
Cecil Wingfield-Stratford,England,,,Forward,1877,1877,1,0,West Malling,0.4153,51.2917
Beaumont Jarrett,England,,,Defender,1876-1878,1877,3,0,London,-0.1275,51.5072
Alex McLintock,Scotland,,,Defender,1875-1880,1877.5,3,0,Alexandria West Dunbartonshire,-4.5833,55.9833
Conrad Warner,England,,,Goalkeeper,1878,1878,1,0,Cripplegate,-0.0939,51.5189
Edgar Field,England,,,Defender,1876-1881,1878.5,2,0,Wallingford Oxfordshire,-1.125,51.5989
Henry Wace (footballer),England,,,Forward,1878-1879,1878.5,3,0,Shrewsbury,,
Peter Campbell (Rangers footballer),Scotland,,,Forward,1878-1879,1878.5,2,3,Rhu,-4.7842,56.0219
Edward Christian (footballer),England,,,Defender,1879,1879,1,0,Malvern Worcestershire,-2.325,52.1081
Harold Morse,England,,,Defender,1879,1879,1,0,Birmingham,-1.8936,52.4831
Rupert Anderson,England,,,Goalkeeper,1879,1879,1,0,Liverpool,-2.9833,53.4
Reg Birkett,England,,,Goalkeeper,1879,1879,1,0,London,-0.1275,51.5072
Arthur Goodyer,England,,,Midfielder,1879,1879,1,0,Stamford Lincolnshire,-0.4839,52.6561
Thomas Sorby,England,,,Forward,1879,1879,1,1,Sheffield,-1.4669,53.3836
Herbert Whitfeld,England,,,Forward,1879,1879,1,1,Hamsey,0,50.9
Tom Vallance,Scotland,,,Defender,1877-1881,1879,7,0,Renton West Dunbartonshire,-4.5739,55.9619
Billy Mosforth,England,,,Forward,1877-1882,1879.5,9,3,Sheffield,-1.4669,53.3836
Segar Bastard,England,,,Forward,1880,1880,1,0,Chigwell,0.0722,51.6225
Edwin Luntley,England,,,Defender,1880,1880,2,0,Croydon,-0.11,51.3728
Jimmy Douglas (footballer born 1859),Scotland,,,Defender,1880,1880,1,0,Renfrew,-4.3669,55.8669
Charles Campbell (footballer),Scotland,,,Defender,1874-1886,1880,13,1,Coupar Angus,-3.2669,56.5464
Thomas Marshall (footballer born 1858),England,,,Forward,1880-1881,1880.5,2,0,Withnell,-2.555,53.6908
John Hawtrey,England,,,Goalkeeper,1881,1881,2,0,Eton Berkshire,-0.6092,51.4881
John Hargreaves (footballer),England,,,Midfielder,1881,1881,2,0,Blackburn,-2.4769,53.745
Fred Hargreaves,England,,,Defender,1880-1882,1881,3,0,Blackburn,-2.4769,53.745
George Ker,Scotland,,,Defender,1880-1882,1881,5,10,Glasgow,-4.2589,55.8581
Harry Swepstone,England,,,Goalkeeper,1880-1883,1881.5,6,0,Stepney,-0.0461,51.5153
Andrew Watson (footballer),Scotland,,1.83,Defender,1881-1882,1881.5,3,0,Demerara,-58.17,6.8122
Robert King (footballer),England,,,Defender,1882,1882,1,0,Leigh-on-Sea,0.6536,51.5425
Horace Barnet,England,,,Forward,1882,1882,1,0,Kensington,-0.1908,51.5003
Percival Parr,England,,,Goalkeeper,1882,1882,1,0,Bromley,0.0211,51.4069
Edward Johnson (footballer born 1860),England,,,Forward,1880-1884,1882,2,2,Stoke-upon-Trent,-2.1878,53.0067
Arthur Brown (footballer born 1859),England,,,Forward,1882,1882,3,4,Aston,-1.8833,52.5
Henry Cursham,England,,,Forward,1880-1884,1882,8,5,Wilford,-1.1597,52.9278
John Kay (footballer),Scotland,,,,1880-1884,1882,6,5,Crossmyloof,-4.2881,55.8353
Clement Mitchell,England,,,Forward,1880-1885,1882.5,5,5,Cambridge,0.1189,52.205
John Hudson (footballer),England,,,Defender,1883,1883,1,0,Sheffield,-1.4669,53.3836
Bruce Russell (footballer),England,,,Defender,1883,1883,1,0,Kensington,-0.1908,51.5003
Percy de Paravicini,England,,,Defender,1883,1883,3,0,Kensington,-0.1908,51.5003
Harry Goodhart,England,,,Forward,1883,1883,3,0,Wimbledon London,-0.2172,51.4236
Alfred Dobson,England,,,Defender,1882-1884,1883,4,0,Basford Nottinghamshire,-1.1686,52.9778
James Brown (footballer born 1862),England,,,Forward,1881-1885,1883,5,0,Blackburn,-2.4769,53.745
Oliver Whateley,England,,,Forward,1883,1883,2,2,Birmingham,-1.8936,52.4831
Joseph Lindsay,Scotland,,,,1880-1886,1883,8,6,Dumbarton,-4.5667,55.95
Stuart Macrae (footballer),England,,,Defender,1883-1884,1883.5,5,0,Bengal,88,24
William Anderson (Scottish footballer),Scotland,,,Midfielder,1882-1885,1883.5,6,3,Glasgow,-4.2589,55.8581
Harry Moore (footballer),England,,,Defender,1883-1885,1884,2,0,Nottingham,-1.1333,52.95
Joe Beverley,England,,,Defender,1884,1884,3,0,Blackburn,-2.4769,53.745
Francis Pawson,England,,,Forward,1883-1885,1884,2,1,Sheffield,-1.4669,53.3836
Johnny Graham (footballer born 1857),Scotland,,,Defender,1884,1884,1,0,Ayr,-4.6289,55.4581
Sam Thomson,Scotland,,,Forward,1884,1884,2,0,Lugar East Ayrshire,-4.2333,55.4667
James Gossland,Scotland,,,Forward,1884,1884,1,2,Glasgow,-4.2589,55.8581
William Harrower,Scotland,,,Forward,1882-1886,1884,3,4,Glasgow,-4.2589,55.8581
Thomas Danks,England,,,Forward,1885,1885,1,0,Nottingham,-1.1333,52.95
Alexander Barbour,Scotland,,,Forward,1885,1885,1,1,Dumbarton,-4.5667,55.95
Alex Higgins (footballer),Scotland,,,,1885,1885,1,3,Kilmarnock,-4.4958,55.6111
Andrew Amos,England,,,Defender,1885-1886,1885.5,2,1,Southwark,-0.09,51.4989
John Forbes (footballer),Scotland,,,Defender,1884-1887,1885.5,5,0,Bonhill,-4.5667,55.9833
David Allan (footballer),Scotland,,,Forward,1885-1886,1885.5,3,2,Irvine North Ayrshire,-4.6614,55.62
Charles Dobson,England,,,Defender,1886,1886,1,0,Basford Nottinghamshire,-1.1686,52.9778
George Shutt,England,,,Defender,1886,1886,1,0,Stoke-upon-Trent,-2.1878,53.0067
Teddy Leighton,England,,,Forward,1886,1886,1,0,Nottingham,-1.1333,52.95
Thelwell Pike,England,,,Midfielder,1886,1886,1,0,Andover Hampshire,-1.4667,51.2167
Ralph Squire,England,,,Defender,1886,1886,3,0,Marylebone,-0.1469,51.5178
Herby Arthur,England,,,Goalkeeper,1885-1887,1886,7,0,Blackburn,-2.4769,53.745
Joe Lofthouse,England,,,Forward,1885-1887,1886,7,2,Blackburn,-2.4769,53.745
James Connor (footballer),Scotland,,,Goalkeeper,1886,1886,1,0,Airdrie North Lanarkshire,-3.9833,55.8667
Michael Dunbar,Scotland,,,Forward,1886,1886,1,1,Glasgow,-4.2589,55.8581
Bob McCormick,Scotland,,,Midfielder,1886,1886,1,1,Paisley,-4.4236,55.8467
Jimmy Sayer,England,,,Forward,1887,1887,1,0,Mexborough,-1.2831,53.4992
Teddy Brayshaw,England,,,Midfielder,1887,1887,1,0,Sheffield,-1.4669,53.3836
Jimmy Forrest (footballer),England,,,Defender,1884-1890,1887,11,0,Blackburn,-2.4769,53.745
Ralph Aitken,Scotland,,,Forward,1886-1888,1887,2,1,Kilbarchan,-4.5536,55.8361
James Allan (footballer born 1866),Scotland,,,Forward,1887,1887,2,2,Kilwinning,-4.7031,55.655
Kenny Davenport,England,,,Forward,1885-1890,1887.5,2,0,Bolton,-2.43,53.5786
William Rose (footballer),England,,,Goalkeeper,1884-1891,1887.5,5,0,St Pancras London,-0.1178,51.5261
Arthur Melmoth Walters,England,,,Defender,1885-1890,1887.5,9,0,Ewell,-0.2489,51.35
Percy Melmoth Walters,England,,,Defender,1885-1890,1887.5,13,0,Ewell,-0.2489,51.35
Arthur Dunn,England,,,Forward,1883-1892,1887.5,4,2,Whitby,-0.6206,54.4858
Frank Saunders,England,,,Midfielder,1888,1888,1,0,Brighton,-0.1314,50.8431
Charlie Shelton,England,,,Midfielder,1888,1888,1,0,Nottingham,-1.1333,52.95
Dickie Baugh,England,,,Defender,1886-1890,1888,2,0,Wolverhampton,-2.1333,52.5833
Cecil White (footballer),England,,,Midfielder,1888,1888,2,0,Kensington,-0.1908,51.5003
George Woodhall,England,,,Forward,1888,1888,2,1,West Bromwich,-1.995,52.5189
Albert Allen,England,,,Forward,1888,1888,1,3,Aston,-1.8833,52.5
Andrew Hannah,Scotland,,,Defender,1888,1888,1,0,Renton West Dunbartonshire,-4.5739,55.9619
Walter Arnott,Scotland,,,,1883-1893,1888,14,0,Glasgow,-4.2589,55.8581
William Dickson (footballer born 1866),Scotland,,,Forward,1888,1888,1,4,Crail,-2.6264,56.2608
Albert Aldridge,England,,,Defender,1888-1889,1888.5,2,0,Walsall,-1.9833,52.5833
Charlie Mason (footballer),England,,,Defender,1887-1890,1888.5,3,0,Wolverhampton,-2.1333,52.5833
Bob Roberts (footballer),England,,,Goalkeeper,1887-1890,1888.5,3,0,West Bromwich,-1.995,52.5189
George Haworth,England,,,Midfielder,1887-1890,1888.5,5,0,Accrington,-2.3639,53.7533
George Brann,England,,,Forward,1886-1891,1888.5,3,1,Eastbourne,0.2833,50.7667
Geordie Dewar,Scotland,,,Midfielder,1888-1889,1888.5,2,1,Dumbarton,-4.5667,55.95
Billy Betts,England,,,Defender,1889,1889,1,0,Sheffield,-1.4669,53.3836
Henry Hammond (footballer),England,,,Defender,1889,1889,1,0,Bath Somerset,-2.3667,51.3833
Frank Burton (footballer born 1865),England,,,Forward,1889,1889,1,0,Nottingham,-1.1333,52.95
Arthur Lowder,England,,,Midfielder,1889,1889,1,0,Wolverhampton,-2.1333,52.5833
Harry Allen (footballer),England,,,Midfielder,1888-1890,1889,5,0,Walsall,-1.9833,52.5833
John Yates (footballer),England,,,Forward,1889,1889,1,3,Blackburn,-2.4769,53.745
Fred Dewhurst,England,,,Forward,1888-1890,1889,9,12,Fulwood Lancashire,-2.6936,53.7794
Harry Campbell,Scotland,,,Forward,1889,1889,1,0,Renton West Dunbartonshire,-4.5739,55.9619
David Calderhead,Scotland,,,Midfielder,1889,1889,1,0,Hurlford,-4.4519,55.5983
David Black (footballer),Scotland,,,Forward,1889,1889,1,1,Irvine North Ayrshire,-4.6614,55.62
Tom McInnes (footballer born 1869),Scotland,,,Forward,1889,1889,1,1,Glasgow,-4.2589,55.8581
James McLaren (footballer),Scotland,,,Defender,1888-1890,1889,3,1,Lugar East Ayrshire,-4.2333,55.4667
Willie Groves,Scotland,,,Forward,1888-1890,1889,3,4,Glasgow,-4.2589,55.8581
William Paul (footballer),Scotland,,,Forward,1888-1890,1889,3,5,Glasgow,-4.2589,55.8581
Albert Fletcher,England,,,Midfielder,1889-1890,1889.5,2,0,Nottingham,-1.1333,52.95
Billy Moon,England,,,Goalkeeper,1888-1891,1889.5,7,0,Maida Vale,-0.19,51.5275
William Townley,England,,,Forward,1889-1890,1889.5,2,2,Blackburn,-2.4769,53.745
Thomas McKeown,Scotland,,,Defender,1889-1890,1889.5,2,0,Dalmellington,-4.3969,55.3239
William Berry (footballer),Scotland,,,Forward,1888-1891,1889.5,4,0,Glasgow,-4.2589,55.8581
Nat Walton,England,,,Forward,1890,1890,1,0,Preston Lancashire,-2.6989,53.7589
Bob Howarth,England,,,Defender,1886-1894,1890,4,0,Preston Lancashire,-2.6989,53.7589
John Barton (footballer),England,,,Defender,1890,1890,1,1,Blackburn,-2.4769,53.745
John Brodie (footballer born 1862),England,,,Forward,1889-1891,1890,3,1,Wightwick,-2.1981,52.5839
Edmund Currey,England,,,Forward,1890,1890,2,2,Lewes,0.0178,50.8756
John Murray (footballer born 1865),Scotland,,,Defender,1890,1890,1,0,Strathblane,-4.3061,55.9864
Daniel Bruce (footballer),Scotland,,,Forward,1890,1890,1,0,Bonhill,-4.5667,55.9833
James Dunlop (footballer),Scotland,,,Forward,1890,1890,1,0,Paisley,-4.4236,55.8467
Thomas G. Wylie,Scotland,,,Forward,1890,1890,1,1,Maybole,-4.6814,55.3544
Bill Rowley,England,,,Goalkeeper,1889-1892,1890.5,2,0,Hanley Staffordshire,-2.1728,53.0247
Alf Shelton,England,,,Midfielder,1889-1892,1890.5,6,1,Nottingham,-1.1333,52.95
Fred Geary,England,,,Forward,1890-1891,1890.5,2,3,Hyson Green,-1.1731,52.9661
Jack Southworth,England,,,Forward,1889-1892,1890.5,3,3,Blackburn,-2.4769,53.745
Harry Daft,England,,,Forward,1889-1892,1890.5,5,3,Radcliffe-on-Trent,-1.0333,52.95
James Kelly (Scottish footballer),Scotland,,,Midfielder,1888-1893,1890.5,8,1,Renton West Dunbartonshire,-4.5739,55.9619
Joseph Marsden,England,,,Defender,1891,1891,1,0,Darwen,-2.4611,53.6981
Thomas Porteous (footballer),England,,,Defender,1891,1891,1,0,Newcastle upon Tyne,-1.6,54.9667
Jem Bayliss,England,,,Forward,1891,1891,1,0,Tipton,-2.075,52.5258
Leonard Wilkinson,England,,,Goalkeeper,1891,1891,1,0,Highgate,-0.1447,51.5717
Alf Underwood,England,,,Defender,1891,1891,2,0,Hanley Staffordshire,-2.1728,53.0247
Dennis Hodgetts,England,,,Forward,1888-1894,1891,6,1,Birmingham,-1.8936,52.4831
James Cleland (footballer),Scotland,,,Forward,1891,1891,1,0,Lanarkshire,-3.8333,55.5833
John McPherson (footballer born 1867),Scotland,,,Midfielder,1891,1891,1,0,Motherwell,-3.9853,55.7839
James Adams (footballer born 1864),Scotland,,,Defender,1889-1893,1891,3,0,Edinburgh,-3.1889,55.9531
Robert Buchanan (footballer),Scotland,,,Forward,1891,1891,1,1,Johnstone,-4.5028,55.8347
Tommy Clare,England,,,Defender,1889-1894,1891.5,4,0,Congleton,-2.2169,53.1619
Bob Kelso (footballer),Scotland,,,Defender,1885-1898,1891.5,7,0,Cardross Argyll,-4.6333,55.9667
Harry Lilley,England,,,Defender,1892,1892,1,0,Staveley Derbyshire,-1.3483,53.2694
Michael Whitham,England,,,Defender,1892,1892,1,0,Ecclesfield,-1.4697,53.4428
John Pearson (footballer),England,,,Forward,1892,1892,1,0,Crewe,-2.44,53.0989
John Cox (footballer),England,,,Midfielder,1892,1892,1,0,Spondon,-1.4011,52.92
George Toone,England,,,Goalkeeper,1892,1892,2,0,Nottingham,-1.1333,52.95
Albert Smith (footballer born 1869),England,,,Midfielder,1891-1893,1892,3,0,Nottingham,-1.1333,52.95
Billy Bassett,England,,,Forward,1888-1896,1892,16,7,West Bromwich,-1.995,52.5189
Robert Downie (footballer),Scotland,,,Goalkeeper,1892,1892,1,0,Glasgow,-4.2589,55.8581
Peter Dowds,Scotland,,,Midfielder,1892,1892,1,0,Johnstone,-4.5028,55.8347
Isaac Begbie,Scotland,,,Defender,1890-1894,1892,4,0,Edinburgh,-3.1889,55.9531
David Mitchell (Scottish footballer),Scotland,,,Midfielder,1890-1894,1892,5,0,Kilmarnock,-4.4958,55.6111
William Winckworth,England,,,Midfielder,1892-1893,1892.5,2,1,London,-0.1275,51.5072
John McPherson (footballer born 1868),Scotland,,,Forward,1888-1897,1892.5,9,6,Kilmarnock,-4.4958,55.6111
Chris Charsley,England,,,Goalkeeper,1893,1893,1,0,Leicester,-1.1333,52.6333
Norman Cooper (sportsman),England,,,Midfielder,1893,1893,1,0,Norbiton,-0.2831,51.4119
Alban Harrison,England,,,Defender,1893,1893,2,0,Bredhurst,0.5761,51.3308
John Devey,England,,,Forward,1892-1894,1893,2,1,Newtown Birmingham,-1.8958,52.4961
Harry Wood (footballer),England,,,Forward,1890-1896,1893,3,1,Walsall,-1.9833,52.5833
John Goodall,England,,,Forward,1888-1898,1893,14,12,Westminster,-0.1333,51.4994
Willie Maley,Scotland,,,Defender,1892-1894,1893,2,0,Newry,-6.3489,54.1761
Alex Latta,Scotland,,,Forward,1888-1898,1893,2,2,Dumbarton,-4.5667,55.95
Robert Topham,England,,,Forward,1893-1894,1893.5,2,0,Ellesmere Shropshire,-2.8944,52.9083
Jimmy Whitehead,England,,,Forward,1893-1894,1893.5,2,0,Church Lancashire,-2.3867,53.7553
Fred Pelly,England,,,Defender,1893-1894,1893.5,3,0,Upminster,0.2511,51.5558
Robert Holmes (footballer),England,,,Defender,1892-1895,1893.5,7,0,Preston Lancashire,-2.6989,53.7589
Joe Schofield,England,,,Midfielder,1892-1895,1893.5,3,1,Hanley Staffordshire,-2.1728,53.0247
Andrew McCreadie,Scotland,,,Defender,1893-1894,1893.5,2,0,Girvan,-4.8561,55.2383
Jack Taylor (Scottish footballer),Scotland,,,,1892-1895,1893.5,4,1,Dumbarton,-4.5667,55.95
John Barker (Scottish footballer),Scotland,,,Forward,1893-1894,1893.5,2,4,Govan,-4.3083,55.8614
Arthur Topham,England,,,Defender,1894,1894,1,0,Ellesmere Shropshire,-2.8944,52.9083
Henry Chippendale,England,,,Forward,1894,1894,1,0,Blackburn,-2.4769,53.745
Joe Reader,England,,,Goalkeeper,1894,1894,1,0,West Bromwich,-1.995,52.5189
George Kinsey,England,,,Midfielder,1892-1896,1894,4,0,Burton-upon-Trent,-1.6381,52.7994
Alf Milward,England,,,Midfielder,1891-1897,1894,4,3,Great Marlow,-0.8042,51.5861
Rupert Sandilands,England,,,Forward,1892-1896,1894,5,3,Thrapston,-0.535,52.3939
Edgar Chadwick,England,,,Forward,1891-1897,1894,7,3,Blackburn,-2.4769,53.745
David Haddow,Scotland,,,Goalkeeper,1894,1894,1,0,Dalserf,-3.9139,55.735
Thomas Chambers (footballer),Scotland,,,Forward,1894,1894,1,1,Scotland,-3.1833,55.95
David Alexander (footballer),Scotland,,,Forward,1894,1894,2,1,Cambusnethan,-3.8956,55.7792
Jack Reynolds (footballer born 1869),England,,,Forward,1892-1897,1894.5,8,3,Blackburn,-2.4769,53.745
Frank Barrett (footballer),Scotland,,,Goalkeeper,1894-1895,1894.5,2,0,Dundee,-2.97,56.4639
Jake Madden,Scotland,,,Midfielder,1893-1896,1894.5,4,1,Dumbarton,-4.5667,55.95
William Lambie,Scotland,,,Forward,1892-1897,1894.5,9,5,Glasgow,-4.2589,55.8581
Gerard Dewhurst,England,,,Forward,1895,1895,1,0,London,-0.1275,51.5072
Richard Raine Barker,England,,,Midfielder,1895,1895,1,0,Kensington,-0.1908,51.5003
Lewis Vaughan Lodge,England,,,Defender,1894-1896,1895,5,0,Newton Aycliffe,-1.5833,54.6167
Stephen Smith (footballer),England,,,Forward,1895,1895,1,1,Abbots Bromley,-1.8806,52.8181
William McColl (footballer),Scotland,,,Forward,1895,1895,1,0,Drymen,-4.4511,56.065
Bill Sawers,Scotland,,,Forward,1895,1895,1,0,Glasgow,-4.2589,55.8581
Ned Doig,Scotland,,,Goalkeeper,1887-1903,1895,6,0,Arbroath,-2.5858,56.5614
John Divers (footballer born 1873),Scotland,,,Forward,1895,1895,1,1,Glasgow,-4.2589,55.8581
Jimmy Oswald,Scotland,,,Forward,1894-1896,1895,3,1,Greenock,-4.7642,55.9494
Jimmy Turner,England,,,Midfielder,1893-1898,1895.5,3,0,Stoke-upon-Trent,-2.1878,53.0067
Fred Spiksley,England,,,Forward,1893-1898,1895.5,7,5,Gainsborough Lincolnshire,-0.7733,53.4017
Frank Becton,England,,,Forward,1895-1897,1896,2,2,Preston Lancashire,-2.6989,53.7589
Charlie Athersmith,England,,,Forward,1892-1900,1896,12,3,Bloxwich,-2.0039,52.6139
Tom Brandon,Scotland,,,Defender,1896,1896,1,0,Kilbirnie,-4.6861,55.755
Peter Meehan,Scotland,,,Defender,1896,1896,1,0,Broxburn West Lothian,-3.4714,55.9344
John Cameron (footballer born 1872),Scotland,,,Forward,1896,1896,1,0,Ayr,-4.6289,55.4581
George Hogg,Scotland,,,Defender,1896,1896,2,0,West Calder,-3.5686,55.8519
Daniel Paton,Scotland,,,Forward,1896,1896,1,1,Bonhill,-4.5667,55.9833
Duncan McLean (footballer born 1869),Scotland,,,Defender,1896-1897,1896.5,2,0,Renton West Dunbartonshire,-4.5739,55.9619
Tommy Hyslop,Scotland,,,Forward,1896-1897,1896.5,2,1,Mauchline,-4.3789,55.5161
Davidson Berry,Scotland,,,Forward,1894-1899,1896.5,3,1,Glasgow,-4.2589,55.8581
Harry Bradshaw (footballer born 1873),England,,,Forward,1897,1897,1,0,Liverpool,-2.9833,53.4
William Foulke (footballer),England,,,Goalkeeper,1897,1897,1,0,Dawley,-2.4678,52.6639
Bernard Middleditch,England,,,Midfielder,1897,1897,1,0,Highgate,-0.1447,51.5717
Rab Howell,England,,,Midfielder,1895-1899,1897,2,1,Shiregreen and Brightside,-1.4319,53.4119
Dave Gardner (footballer),Scotland,,,Defender,1897,1897,1,0,Glasgow,-4.2589,55.8581
George Allan (footballer),Scotland,,,Forward,1897,1897,1,0,Linlithgow,-3.6106,55.9792
Jack Kennedy (footballer),Scotland,,,Forward,1897,1897,1,0,Edinburgh,-3.1889,55.9531
John Patrick (footballer),Scotland,,,Goalkeeper,1897,1897,2,0,Kilsyth,-4.0667,55.9833
Kenneth Anderson (footballer),Scotland,,,Goalkeeper,1896-1898,1897,3,0,Glasgow,-4.2589,55.8581
Robert Glen,Scotland,,,Defender,1895-1900,1897.5,3,0,Renton West Dunbartonshire,-4.5739,55.9619
Jock Drummond,Scotland,,,Defender,1892-1903,1897.5,14,0,Alva Clackmannanshire,-3.7994,56.1531
Ben Garfield,England,,,Forward,1898,1898,1,0,Higham Ferrers,-0.5844,52.3058
Charlie Richards,England,,,Forward,1898,1898,1,0,Burton-upon-Trent,-1.6381,52.7994
Tommy Morren,England,,,Midfielder,1898,1898,1,0,Sunderland Tyne and Wear,-1.3811,54.9061
Tom Perry (footballer),England,,,Midfielder,1898,1898,1,0,West Bromwich,-1.995,52.5189
John Willie Sutcliffe,England,,,Goalkeeper,1893-1903,1898,5,0,Shibden,-1.8386,53.7264
Billy Williams (footballer born 1876),England,,,Defender,1897-1899,1898,6,0,Smethwick,-1.9683,52.4928
Jimmy Crabtree,England,,,Defender,1894-1902,1898,14,0,England,-0.1167,51.5
Ernest Needham,England,,,Midfielder,1894-1902,1898,16,3,Whittington Moor,,
Robert Findlay (footballer),Scotland,,,Forward,1898,1898,1,0,Galston,,
Tom Robertson,Scotland,,,Forward,1898,1898,1,1,Renton West Dunbartonshire,-4.5739,55.9619
Davie Russell,Scotland,,,,1895-1901,1898,6,1,Airdrie North Lanarkshire,-3.9833,55.8667
James McKie (Scottish footballer),Scotland,,,Forward,1898,1898,1,2,Arbroath,-2.5858,56.5614
James Gillespie (footballer),Scotland,,,Forward,1898,1898,1,3,Dunbartonshire,-4.5333,55.9667
John Campbell (footballer born 1871),Scotland,,,Forward,1893-1903,1898,12,4,Glasgow,-4.2589,55.8581
Hugh Morgan (footballer born 1869),Scotland,,,Forward,1898-1899,1898.5,2,0,Longriggend,-3.8853,55.9097
Matthew Dickie,Scotland,,,Goalkeeper,1897-1900,1898.5,3,0,Rhu,-4.7842,56.0219
Alex Christie (footballer born 1873),Scotland,,,Midfielder,1898-1899,1898.5,3,1,Dunblane,-3.9675,56.1839
Philip Bach,England,,,Defender,1899,1899,1,0,Ludlow,-2.7181,52.3681
Jack Hillman,England,,,Goalkeeper,1899,1899,1,0,Tavistock Devon,-4.15,50.545
Harry Thickett,England,,,Defender,1899,1899,2,0,Hexthorpe,-1.1531,53.5156
Jack Robinson (footballer born 1870),England,,,Goalkeeper,1897-1901,1899,11,0,Derby,-1.4667,52.9167
Fred Forman,England,,,Forward,1899,1899,3,2,Aston-on-Trent,-1.385,52.86
Tommy Crawshaw,England,,,Midfielder,1895-1904,1899.5,10,1,Sheffield,-1.4669,53.3836
Dan Cunliffe,England,,,Forward,1900,1900,1,0,Bolton,-2.43,53.5786
John Plant (footballer),England,,,Forward,1900,1900,1,0,Bollington,-2.0931,53.2981
Fred Priest,England,,,Forward,1900,1900,1,0,Guisborough,-1.0564,54.535
Alf Spouncer,England,,,Forward,1900,1900,1,0,Gainsborough Lincolnshire,-0.7733,53.4017
Arthur Chadwick,England,,,Midfielder,1900,1900,2,0,Church Lancashire,-2.3867,53.7553
Neilly Gibson,Scotland,,,,1895-1905,1900,14,1,Larkhall,-3.9719,55.7369
John Campbell (footballer born 1877),Scotland,,,Forward,1899-1901,1900,4,6,Glasgow,-4.2589,55.8581
Archie Turner,England,,,Forward,1900-1901,1900.5,2,0,Hartley Wintney,-0.9053,51.3042
Tom Booth,England,,,Midfielder,1898-1903,1900.5,2,0,Ardwick,-2.2186,53.4692
Frank Forman,England,,,Midfielder,1898-1903,1900.5,9,1,Aston-on-Trent,-1.385,52.86
C. B. Fry,England,,,Defender,1901,1901,1,0,Croydon,-0.11,51.3728
Herbert Banks,England,,,Forward,1901,1901,1,0,Coventry,-1.5106,52.4081
William Jones (English footballer born 1876),England,,,Midfielder,1901,1901,1,0,Brighton,-0.1314,50.8431
Walter Bennett (footballer),England,,,Forward,1901,1901,2,0,Mexborough,-1.2831,53.4992
Charlie Sagar,England,,,Forward,1900-1902,1901,2,1,Daisy Hill,,
Jimmy Settle,England,,,Forward,1899-1903,1901,6,6,Millom,-3.2703,54.2097
Steve Bloomer,England,,,Forward,1895-1907,1901,23,28,Cradley West Midlands,-2.0861,52.46
George Anderson (footballer born 1877),Scotland,,,Defender,1901,1901,1,0,Kilmarnock,-4.4958,55.6111
Mark Bell (footballer),Scotland,,,Forward,1901,1901,1,0,Edinburgh,-3.1889,55.9531
Billy Bannister,England,,,Defender,1901-1902,1901.5,2,0,Burnley,-2.2481,53.7889
Billy Beats,England,,,Forward,1901-1902,1901.5,2,0,Wolstanton,-2.2158,53.0294
Harry Johnson (footballer born 1876),England,,,Midfielder,1900-1903,1901.5,6,1,Ecclesfield,-1.4697,53.4428
Walter Abbott,England,,,Forward,1902,1902,1,0,Birmingham,-1.8936,52.4831
John Calvey,England,,,Forward,1902,1902,1,0,South Bank North Yorkshire,-1.1667,54.5833
Bert Lipsham,England,,,Midfielder,1902,1902,1,0,Chester,-2.8917,53.1903
Billy Hogg,England,,,Forward,1902,1902,3,0,Sunderland Tyne and Wear,-1.3811,54.9061
Billy George,England,,,Goalkeeper,1902,1902,3,0,Shrewsbury,,
Jack Cox (footballer),England,,,Midfielder,1901-1903,1902,3,0,Liverpool,-2.9833,53.4
Jesza Poszony,Hungary,,,,1902,1902,1,0,Budapest,19.0514,47.4925
