PlayerName,Country,Age,Height,Position,YearsPlayed,MeanYear,Appearances,Goals,BirthPlace,Longitude,Latitude
Steve McManaman,England,42,,Midfielder,1994-2001,1997.5,37,3,Kirkdale Merseyside,-2.9986,53.4272
Terry Butcher,England,55,,Defender,1980-1990,1985,77,3,Singapore,103.8,1.3
Billy Wright (footballer born 1924),England,,,Midfielder,1946-1959,1952.5,105,3,Ironbridge,-2.485,52.6278
Trevor Steven,England,50,1.77,Midfielder,1985-1992,1988.5,36,4,Berwick-upon-Tweed,-2.0069,55.7711
Jermaine Jenas,England,31,1.81,Midfielder,2003-2009,2006,21,4,Nottingham,-1.1333,52.95
Arthur Brown (footballer born 1859),England,,,Forward,1882,1882,3,4,Aston,-1.8833,52.5
Joe Carter (English footballer),England,,,Forward,1926-1929,1927.5,3,4,Aston,-1.8833,52.5
Jack Smith (footballer born 1898),England,,,Forward,1931,1931,3,4,Whitburn South Tyneside,-1.3661,54.9519
Harry Burgess (footballer),England,,,Forward,1930-1931,1930.5,4,4,Alderley Edge,-2.2361,53.3031
Vic Watson,England,,,Forward,1923-1930,1926.5,5,4,Girton Cambridgeshire,0.0831,52.2331
Tom Waring,England,,,Forward,1931-1932,1931.5,5,4,Birkenhead,-3.0139,53.3931
Harold Hassall,England,85,,Forward,1951-1953,1952,5,4,Bolton,-2.43,53.5786
Norman Creek (footballer),England,,,Forward,,,5,4,Darlington,-1.5525,54.5269
Charlie Buchan,England,,,Forward,1913-1924,1918.5,6,4,Plumstead,0.0797,51.4869
Ernie Hine,England,,,Forward,1926-1932,1929,6,4,Barnsley,-1.4792,53.5536
Don Revie,England,,,Forward,1954-1955,1954.5,6,4,Middlesbrough,-1.2342,54.5753
Joseph Bache,England,,,Forward,1903-1911,1907,7,4,Stourbridge,-2.1478,52.4575
Geoff Hurst,England,72,,Forward,1966-1972,1969,7,4,Ashton-under-Lyne,-2.1033,53.4942
Kerry Dixon,England,53,,Forward,1985-1986,1985.5,8,4,Luton,-0.4333,51.9
Joe Hulme,England,,,Midfielder,1927-1933,1930,9,4,Stafford,-2.1172,52.8067
Steve Bull,England,49,,Forward,1989-1990,1989.5,13,4,Tipton,-2.075,52.5258
Darren Bent,England,30,,Forward,2006-2011,2008.5,13,4,Tooting,-0.165,51.4281
Bobby Robson,England,,,Forward,1957-1962,1959.5,20,4,Sacriston,-1.6261,54.8169
Nick Barmby,England,40,,Midfielder,1995-2001,1998,23,4,Kingston upon Hull,-0.3333,53.75
David Watson (footballer born 1946),England,67,,Defender,1974-1982,1978,65,4,Stapleford Nottinghamshire,-1.2744,52.9294
Theo Walcott,England,25,1.76,Forward,2006-,2010,36,5,Stanmore,-0.325,51.6169
Phil Neal,England,63,1.8,Defender,1976-1983,1979.5,50,5,Irchester,-0.6556,52.2783
Daniel Sturridge,England,24,1.83,Forward,2011-,2012.5,14,5,Birmingham,-1.8936,52.4831
Trevor Brooking,England,65,1.84,Midfielder,1974-1982,1978,47,5,Barking,0.0833,51.5333
Jimmy Hampson,England,,,Forward,1930-1932,1931,3,5,Little Hulton,-2.4189,53.5308
Fred Pickering,England,73,,Forward,1964,1964,3,5,Blackburn,-2.4769,53.745
Clement Mitchell,England,,,Forward,1880-1885,1882.5,5,5,Cambridge,0.1189,52.205
Tommy Johnson (footballer born 1900),England,,,Forward,1926-1933,1929.5,5,5,Dalton-in-Furness,-3.1814,54.1544
John Atyeo,England,,,Forward,1955-1957,1956,6,5,Beckington,-2.2844,51.265
Fred Spiksley,England,,,Forward,1893-1898,1895.5,7,5,Gainsborough Lincolnshire,-0.7733,53.4017
Eric Houghton,England,,,Midfielder,1930-1932,1931,7,5,Billingborough,-0.3403,52.8936
Henry Cursham,England,,,Forward,1880-1884,1882,8,5,Wilford,-1.1597,52.9278
Harry Chambers,England,,,Forward,1921-1923,1922,8,5,Willington Quay,-1.5,54.9833
Stan Pearson,England,,,Forward,1948-1952,1950,8,5,Salford Greater Manchester,-2.2931,53.4831
George Brown (footballer born 1903),England,,,Forward,1926-1932,1929,9,5,Mickley,-1.8747,54.9447
Bob Latchford,England,63,,Forward,1977-1979,1978,12,5,Birmingham,-1.8936,52.4831
Stuart Pearson,England,65,,Forward,1976-1978,1977,15,5,Cottingham East Riding of Yorkshire,-0.4136,53.7822
Les Ferdinand,England,47,,Forward,1993-1998,1995.5,17,5,Paddington,-0.1731,51.5172
Duncan Edwards,England,,,Midfielder,1955-1958,1956.5,18,5,Dudley,-2.0889,52.5081
Peter Barnes (footballer),England,57,,Midfielder,1977-1982,1979.5,22,5,Manchester,-2.2333,53.4667
Tony Adams,England,47,,Defender,1987-2000,1993.5,66,5,Romford,0.18,51.5767
Stuart Pearce,England,52,,Defender,1987-1999,1993,78,5,Hammersmith,-0.2228,51.4928
Shaun Wright-Phillips,England,32,1.66,Midfielder,2004-2010,2007,36,6,Greenwich,0,51.4833
Darius Vassell,England,34,1.7,Forward,2002-2004,2003,22,6,Sutton Coldfield,-1.8219,52.5631
John Terry,England,33,1.87,Defender,2003-2012,2007.5,78,6,Barking,0.0833,51.5333
Chris Waddle,England,53,1.88,Midfielder,1985-1991,1988,62,6,Felling Tyne and Wear,-1.5639,54.95
Bedford Jezzard,England,,,Forward,1954-1955,1954.5,3,6,Clerkenwell,-0.1036,51.5261
Ted Drake,England,,,Forward,1934-1938,1936,5,6,Southampton,-1.4,50.9
Jimmy Settle,England,,,Forward,1899-1903,1901,6,6,Millom,-3.2703,54.2097
Jack Rowley,England,,,Forward,1948-1952,1950,6,6,Wolverhampton,-2.1333,52.5833
David Johnson (footballer born 1951),England,62,,Forward,1975-1980,1977.5,8,6,Liverpool,-2.9833,53.4
Jimmy Mullen (footballer born 1923),England,,,Forward,1942-1954,1948,12,6,Newcastle upon Tyne,-1.6,54.9667
Malcolm Macdonald,England,64,,Forward,1972-1976,1974,14,6,Fulham,-0.195,51.4828
Jack Charlton,England,79,,Midfielder,1965-1970,1967.5,35,6,Ashington,-1.5681,55.1811
Ashley Young,England,29,1.75,Midfielder,2007-,2010.5,30,7,Stevenage,-0.2,51.9
Darren Anderton,England,42,1.85,Midfielder,1994-2001,1997.5,30,7,Southampton,-1.4,50.9
Jimmy Windridge,England,,,Forward,1908-1909,1908.5,8,7,Birmingham,-1.8936,52.4831
Joe Bradford,England,,,Forward,1923-1930,1926.5,12,7,Peggs Green,-1.3897,52.7556
Raich Carter,England,,,Forward,1934-1947,1940.5,13,7,Hendon Sunderland,-1.3681,54.9003
Billy Bassett,England,,,Forward,1888-1896,1892,16,7,West Bromwich,-1.995,52.5189
Terry Paine,England,75,,Midfielder,1963-1966,1964.5,19,7,Winchester,-1.3081,51.0633
John Connelly (footballer),England,,,Forward,1959-1966,1962.5,20,7,St Helens Merseyside,-2.7461,53.4542
Sammy Crooks,England,,,Forward,1930-1936,1933,26,7,Bearpark,-1.63,54.7822
Robbie Fowler,England,39,,Forward,1996-2002,1999,26,7,Toxteth,-2.9714,53.3894
Steve Coppell,England,59,,Midfielder,1977-1983,1980,42,7,Liverpool,-2.9833,53.4
Emile Heskey,England,36,,Forward,1999-2010,2004.5,62,7,Leicester,-1.1333,52.6333
Johnny Byrne (footballer),England,,1.74,Forward,1961-1965,1963,11,8,West Horsley,-0.4539,51.2611
Danny Welbeck,England,23,1.85,Forward,2011-,2012.5,26,8,Longsight,-2.2,53.4561
Freddie Steele (footballer),England,,,Forward,1936-1937,1936.5,6,8,Hanley Staffordshire,-2.1728,53.0247
George Holley,England,,,Forward,1909-1912,1910.5,10,8,Seaham,-1.3333,54.8333
Bob Kelly (footballer),England,,,Forward,1920-1928,1924,14,8,Ashton-in-Makerfield,-2.6411,53.4869
Ivor Broadis,England,91,,Forward,1951-1954,1952.5,14,8,Isle of Dogs,-0.015,51.4911
Derek Kevan,England,,,Forward,1957-1961,1959,14,8,Ripon,-1.5236,54.1381
Glenn Hoddle,England,56,,Midfielder,1979-1988,1983.5,53,8,Hayes Hillingdon,-0.4211,51.5128
Alan Ball Jr.,England,,,Midfielder,1965-1975,1970,72,8,Farnworth,-2.4,53.5453
Peter Beardsley,England,53,1.73,Forward,1986-1996,1991,59,9,Hexham,-2.1011,54.9711
Ian Wright,England,50,1.75,Forward,1991-1998,1994.5,33,9,Woolwich,0.0681,51.4961
Mark Hateley,England,52,1.91,Forward,1984-1992,1988,32,9,Wallasey,-3.065,53.4231
Harold Fleming (footballer),England,,,Forward,1909-1914,1911.5,11,9,Downton Wiltshire,-1.7431,50.9931
Roy Bentley,England,90,,Defender,1949-1955,1952,12,9,Bristol,-2.5833,51.45
Billy Walker (English footballer),England,,,Forward,1920-1932,1926,18,9,Wednesbury,-2.02,52.5531
Colin Bell,England,68,,Midfielder,1968-1975,1971.5,48,9,Hesleden,-1.315,54.7367
Paul Gascoigne,England,47,1.75,Midfielder,1988-1998,1993,57,10,Dunston Tyne and Wear,-1.6389,54.9519
Joe Cole,England,32,1.76,Midfielder,2001-2010,2005.5,56,10,Paddington,-0.1731,51.5172
Jackie Milburn,England,,1.8,Forward,1948-1955,1951.5,13,10,Ashington,-1.5681,55.1811
Dennis Wilshaw,England,,,Forward,1953-1956,1954.5,12,10,Stoke-on-Trent,-2.1833,53
Eric Brook,England,,,Forward,1929-1937,1933,18,10,Mexborough,-1.2831,53.4992
Allan Clarke (footballer born 1946),England,68,,Forward,1970-1975,1972.5,19,10,Willenhall,-2.0606,52.5797
Francis Lee,England,70,,Forward,1968-1972,1970,27,10,Westhoughton,-2.5289,53.5481
Ron Flowers,England,80,,Midfielder,1955-1966,1960.5,49,10,Edlington,-1.2,53.4667
John Barnes (footballer),England,50,1.82,Midfielder,1983-1995,1989,79,11,Kingston Jamaica,-76.8,17.9833
Wilf Mannion,England,,,Forward,1946-1951,1948.5,26,11,South Bank North Yorkshire,-1.1667,54.5833
Bryan Douglas,England,80,,Midfielder,1957-1963,1960,36,11,Blackburn,-2.4769,53.745
Teddy Sheringham,England,48,,Forward,1993-2002,1997.5,51,11,Highams Park,-0.015,51.6058
Trevor Francis,England,60,1.78,Forward,1976-1986,1981,52,12,Plymouth,-4.1422,50.3714
Fred Dewhurst,England,,,Forward,1888-1890,1889,9,12,Fulwood Lancashire,-2.6936,53.7794
John Goodall,England,,,Forward,1888-1898,1893,14,12,Westminster,-0.1333,51.4994
Cliff Bastin,England,,,Forward,1931-1938,1934.5,21,12,Heavitree,-3.5056,50.7214
Bobby Smith (footballer born 1933),England,,,Forward,1961-1964,1962.5,15,13,Lingdale,-0.95,54.5333
Martin Chivers,England,69,,Forward,1971-1973,1972,24,13,Southampton,-1.4,50.9
Paul Mariner,England,61,,Forward,1977-1985,1981,35,13,Bolton,-2.43,53.5786
Paul Scholes,England,39,1.7,Midfielder,1997-2004,2000.5,66,14,Salford Greater Manchester,-2.2931,53.4831
George Hilsdon,England,,,Forward,1907-1909,1908,8,14,Bromley-by-Bow,-0.0169,51.5247
Tommy Taylor,England,,,Forward,1953-1957,1955,19,16,Barnsley,-1.4792,53.5536
David Beckham,England,39,1.83,Midfielder,1996-2009,2002.5,115,17,Leytonstone,0.01,51.5689
George Camsell,England,,,Forward,1929-1936,1932.5,9,18,Framwellgate Moor,-1.59,54.7989
Dixie Dean,England,,,Forward,1927-1932,1929.5,16,18,Birkenhead,-3.0139,53.3931
Roger Hunt,England,76,,Forward,1962-1969,1965.5,34,18,Golborne,-2.5942,53.4758
Johnny Haynes,England,,,Forward,1954-1962,1958,56,18,Kentish Town,-0.1458,51.5447
Jermain Defoe,England,31,1.67,Forward,2004-,2009,55,19,Beckton,0.0672,51.5147
Martin Peters,England,70,,Midfielder,1966-1974,1970,67,20,Plaistow Newham,0.0244,51.5242
Steven Gerrard,England,34,1.83,Midfielder,2000-2014,2007,114,21,Whiston Merseyside,-2.7981,53.4131
Mick Channon,England,65,,Forward,1972-1977,1974.5,46,21,Orcheston,-1.92,51.2069
Kevin Keegan,England,63,,Forward,1972-1982,1977,63,21,Armthorpe,-1.0522,53.5353
Peter Crouch,England,33,,Forward,2005-2010,2007.5,42,22,Macclesfield,-2.1275,53.2581
